"Measure","Sex","Year","Decile","Rate","Lower CI","Upper CI","Deaths"
"Avoidable mortality","Female","2020","1","432.4","394.9","469.9","516"
"Avoidable mortality","Female","2020","2","335.9","304.7","367","449"
"Avoidable mortality","Female","2020","3","277.2","249.7","304.7","393"
"Avoidable mortality","Female","2020","4","249.7","224.4","275.10000000000002","376"
"Avoidable mortality","Female","2020","5","224.1","200.5","247.7","351"
"Avoidable mortality","Female","2020","6","194.1","173","215.3","329"
"Avoidable mortality","Female","2020","7","173.8","154","193.5","305"
"Avoidable mortality","Female","2020","8","178.5","158.1","198.9","300"
"Avoidable mortality","Female","2020","9","157","138","176","269"
"Avoidable mortality","Female","2020","10","134.80000000000001","117","152.5","227"
"Avoidable mortality","Female","2020 (excluding COVID-19)","1","368.1","333.6","402.7","441"
"Avoidable mortality","Female","2020 (excluding COVID-19)","2","291.5","262.5","320.5","390"
"Avoidable mortality","Female","2020 (excluding COVID-19)","3","240.7","215","266.39999999999998","340"
"Avoidable mortality","Female","2020 (excluding COVID-19)","4","225.8","201.7","249.9","340"
"Avoidable mortality","Female","2020 (excluding COVID-19)","5","202.4","180","224.8","317"
"Avoidable mortality","Female","2020 (excluding COVID-19)","6","177.3","157","197.6","299"
"Avoidable mortality","Female","2020 (excluding COVID-19)","7","157.80000000000001","139","176.6","276"
"Avoidable mortality","Female","2020 (excluding COVID-19)","8","158.69999999999999","139.4","178.1","265"
"Avoidable mortality","Female","2020 (excluding COVID-19)","9","144.69999999999999","126.5","163","248"
"Avoidable mortality","Female","2020 (excluding COVID-19)","10","117.3","100.7","133.80000000000001","198"
"Treatable mortality","Female","2001","1","194.2","168.2","220.1","216.5"
"Treatable mortality","Female","2001","2","166.9","143.80000000000001","190","201"
"Treatable mortality","Female","2001","3","165.6","142.6","188.5","200.5"
"Treatable mortality","Female","2001","4","143.4","121.8","165","169.5"
"Treatable mortality","Female","2001","5","150.80000000000001","129","172.5","184.5"
"Treatable mortality","Female","2001","6","118.7","100.1","137.19999999999999","157.5"
"Treatable mortality","Female","2001","7","120.5","101.8","139.19999999999999","160"
"Treatable mortality","Female","2001","8","121.7","102.7","140.80000000000001","157.5"
"Treatable mortality","Female","2001","9","96","79.099999999999994","113","123.5"
"Treatable mortality","Female","2001","10","87.4","71.099999999999994","103.8","110.5"
"Treatable mortality","Female","2002","1","176.7","151.80000000000001","201.6","194.5"
"Treatable mortality","Female","2002","2","168.9","145.4","192.3","199.5"
"Treatable mortality","Female","2002","3","146.69999999999999","124.9","168.5","174"
"Treatable mortality","Female","2002","4","158.19999999999999","135.6","180.9","187.5"
"Treatable mortality","Female","2002","5","143.30000000000001","122.1","164.4","176.5"
"Treatable mortality","Female","2002","6","108.6","91","126.3","146"
"Treatable mortality","Female","2002","7","113.4","95.5","131.30000000000001","154"
"Treatable mortality","Female","2002","8","93.5","76.900000000000006","110","122.5"
"Treatable mortality","Female","2002","9","101","83.8","118.1","134"
"Treatable mortality","Female","2002","10","92.4","75.7","109","119"
"Treatable mortality","Female","2003","1","182.7","157.4","208","201.5"
"Treatable mortality","Female","2003","2","165.5","142.30000000000001","188.6","197"
"Treatable mortality","Female","2003","3","155.1","132.69999999999999","177.5","184.5"
"Treatable mortality","Female","2003","4","150.4","128.4","172.4","180"
"Treatable mortality","Female","2003","5","126.5","106.7","146.4","156"
"Treatable mortality","Female","2003","6","107.6","90.2","125","147"
"Treatable mortality","Female","2003","7","102.8","85.8","119.8","141"
"Treatable mortality","Female","2003","8","113.3","95.2","131.4","151"
"Treatable mortality","Female","2003","9","94.8","78.3","111.3","128"
"Treatable mortality","Female","2003","10","76.8","62.3","93.6","98.5"
"Treatable mortality","Female","2004","1","188.5","162.80000000000001","214.2","208"
"Treatable mortality","Female","2004","2","153","130.69999999999999","175.3","182"
"Treatable mortality","Female","2004","3","137.1","116.3","158","167"
"Treatable mortality","Female","2004","4","116.5","97.2","135.80000000000001","141"
"Treatable mortality","Female","2004","5","118.9","99.8","138.1","148.5"
"Treatable mortality","Female","2004","6","90.8","74.8","106.8","124.5"
"Treatable mortality","Female","2004","7","130.5","111.5","149.6","181.5"
"Treatable mortality","Female","2004","8","103.3","86.1","120.6","138.5"
"Treatable mortality","Female","2004","9","87.1","71.400000000000006","102.7","119"
"Treatable mortality","Female","2004","10","69","55.5","84.8","91"
"Treatable mortality","Female","2005","1","195","169","221","216.5"
"Treatable mortality","Female","2005","2","145.30000000000001","123.7","166.9","174"
"Treatable mortality","Female","2005","3","143.5","122","165","172"
"Treatable mortality","Female","2005","4","133.1","111.8","154.5","150"
"Treatable mortality","Female","2005","5","110.7","92.9","128.6","148"
"Treatable mortality","Female","2005","6","98.1","81.599999999999994","114.6","136.5"
"Treatable mortality","Female","2005","7","93.3","77.2","109.4","129.5"
"Treatable mortality","Female","2005","8","95.4","79","111.7","131.5"
"Treatable mortality","Female","2005","9","80","64.599999999999994","95.5","103.5"
"Treatable mortality","Female","2005","10","76.2","61.5","90.8","104.5"
"Treatable mortality","Female","2006","1","177.4","152.5","202.4","196"
"Treatable mortality","Female","2006","2","133","112.3","153.6","159.5"
"Treatable mortality","Female","2006","3","134.5","113.8","155.30000000000001","162"
"Treatable mortality","Female","2006","4","122","101.8","142.19999999999999","141.5"
"Treatable mortality","Female","2006","5","104.8","87.5","122.1","142"
"Treatable mortality","Female","2006","6","102","85.5","118.6","147"
"Treatable mortality","Female","2006","7","102.9","86","119.7","144"
"Treatable mortality","Female","2006","8","81.3","66.3","96.4","113"
"Treatable mortality","Female","2006","9","98.3","81.3","115.2","130.5"
"Treatable mortality","Female","2006","10","72.900000000000006","58.6","87.2","100.5"
"Treatable mortality","Female","2007","1","156.9","133.6","180.1","177"
"Treatable mortality","Female","2007","2","142.4","121.1","163.69999999999999","172"
"Treatable mortality","Female","2007","3","120.2","100.5","139.80000000000001","144.5"
"Treatable mortality","Female","2007","4","115.1","95.4","134.69999999999999","132.5"
"Treatable mortality","Female","2007","5","112.4","94.7","130.19999999999999","155"
"Treatable mortality","Female","2007","6","100.6","84.2","117","145"
"Treatable mortality","Female","2007","7","97.9","81.5","114.3","138"
"Treatable mortality","Female","2007","8","84.1","68.900000000000006","99.3","118"
"Treatable mortality","Female","2007","9","85.4","69.8","101.1","116"
"Treatable mortality","Female","2007","10","78.5","63.7","93.2","109.5"
"Treatable mortality","Female","2008","1","147.9","125","170.9","161"
"Treatable mortality","Female","2008","2","149.1","127.2","171","179"
"Treatable mortality","Female","2008","3","130.6","110.5","150.69999999999999","163.5"
"Treatable mortality","Female","2008","4","110.2","91.3","129.1","131.5"
"Treatable mortality","Female","2008","5","97.5","81","113.9","136"
"Treatable mortality","Female","2008","6","91.7","76","107.5","132"
"Treatable mortality","Female","2008","7","95.6","79.8","111.5","141"
"Treatable mortality","Female","2008","8","92.7","77.099999999999994","108.3","136"
"Treatable mortality","Female","2008","9","65.599999999999994","52.8","80.5","92.5"
"Treatable mortality","Female","2008","10","72.099999999999994","58","86.1","101.5"
"Treatable mortality","Female","2009","1","146.9","124.1","169.7","161.5"
"Treatable mortality","Female","2009","2","118.8","99.4","138.30000000000001","144.5"
"Treatable mortality","Female","2009","3","117.5","98.6","136.4","149.5"
"Treatable mortality","Female","2009","4","115","95.9","134.19999999999999","140"
"Treatable mortality","Female","2009","5","98.1","81.7","114.4","139"
"Treatable mortality","Female","2009","6","93.9","78.099999999999994","109.7","136.5"
"Treatable mortality","Female","2009","7","72","58.5","85.6","109.5"
"Treatable mortality","Female","2009","8","90.2","74.8","105.7","132.5"
"Treatable mortality","Female","2009","9","81.8","66.900000000000006","96.8","116.5"
"Treatable mortality","Female","2009","10","65.099999999999994","52.5","79.8","93.5"
"Treatable mortality","Female","2010","1","135.5","113.6","157.5","147.5"
"Treatable mortality","Female","2010","2","128.69999999999999","108.5","148.9","157"
"Treatable mortality","Female","2010","3","123.4","104.2","142.5","160"
"Treatable mortality","Female","2010","4","114.3","95.3","133.30000000000001","140"
"Treatable mortality","Female","2010","5","91.8","76","107.6","130.5"
"Treatable mortality","Female","2010","6","99.5","83.3","115.7","145.5"
"Treatable mortality","Female","2010","7","78","63.9","92.1","118.5"
"Treatable mortality","Female","2010","8","84.5","69.599999999999994","99.4","124.5"
"Treatable mortality","Female","2010","9","62.1","49.8","76.400000000000006","90"
"Treatable mortality","Female","2010","10","65.8","53.1","80.599999999999994","93.5"
"Treatable mortality","Female","2011","1","137.80000000000001","115.7","159.80000000000001","152"
"Treatable mortality","Female","2011","2","135.4","114.5","156.30000000000001","162"
"Treatable mortality","Female","2011","3","117.1","98.3","135.9","150.5"
"Treatable mortality","Female","2011","4","103","85.9","120.2","139.5"
"Treatable mortality","Female","2011","5","87.2","71.7","102.7","122"
"Treatable mortality","Female","2011","6","83.5","68.900000000000006","98.1","126.5"
"Treatable mortality","Female","2011","7","80.2","65.8","94.6","120.5"
"Treatable mortality","Female","2011","8","69.400000000000006","55.9","82.9","102"
"Treatable mortality","Female","2011","9","72","58.4","85.6","109"
"Treatable mortality","Female","2011","10","66.099999999999994","53.4","80.8","95"
"Treatable mortality","Female","2012","1","128.4","107.3","149.4","145"
"Treatable mortality","Female","2012","2","138.5","117.4","159.5","167.5"
"Treatable mortality","Female","2012","3","101.2","83.9","118.5","132.5"
"Treatable mortality","Female","2012","4","97.2","80.7","113.6","134.5"
"Treatable mortality","Female","2012","5","93","77","109","131"
"Treatable mortality","Female","2012","6","83.1","68.7","97.6","128"
"Treatable mortality","Female","2012","7","78","63.7","92.2","117"
"Treatable mortality","Female","2012","8","81.5","66.900000000000006","96","122"
"Treatable mortality","Female","2012","9","66.2","53.3","79","103"
"Treatable mortality","Female","2012","10","58.2","46.5","71.900000000000006","86.5"
"Treatable mortality","Female","2013","1","124.7","104","145.5","140.5"
"Treatable mortality","Female","2013","2","114.5","95.5","133.5","141"
"Treatable mortality","Female","2013","3","93.6","77.2","110.1","124.5"
"Treatable mortality","Female","2013","4","87.5","72","103","123"
"Treatable mortality","Female","2013","5","92.9","77","108.7","133"
"Treatable mortality","Female","2013","6","81.5","67.2","95.8","126.5"
"Treatable mortality","Female","2013","7","74.7","61","88.4","115"
"Treatable mortality","Female","2013","8","89.9","74.7","105.1","136.5"
"Treatable mortality","Female","2013","9","70.900000000000006","57.8","84","114"
"Treatable mortality","Female","2013","10","56.3","44.7","69.900000000000006","82.5"
"Treatable mortality","Female","2014","1","136.9","115.3","158.6","155.5"
"Treatable mortality","Female","2014","2","101.6","83.7","119.5","124.5"
"Treatable mortality","Female","2014","3","102.9","85.7","120.2","137"
"Treatable mortality","Female","2014","4","98","81.7","114.4","139"
"Treatable mortality","Female","2014","5","76.2","62","90.4","111"
"Treatable mortality","Female","2014","6","81.400000000000006","67.2","95.6","127.5"
"Treatable mortality","Female","2014","7","72.599999999999994","59.1","86.2","112"
"Treatable mortality","Female","2014","8","77.900000000000006","64","91.8","122"
"Treatable mortality","Female","2014","9","63","50.6","75.3","101"
"Treatable mortality","Female","2014","10","52.4","41.3","65.5","77.5"
"Treatable mortality","Female","2015","1","135.30000000000001","113.7","156.9","152.5"
"Treatable mortality","Female","2015","2","121.7","102.4","141","154"
"Treatable mortality","Female","2015","3","122.3","103.5","141.1","163.5"
"Treatable mortality","Female","2015","4","123.8","105.3","142.19999999999999","174.5"
"Treatable mortality","Female","2015","5","84.4","69.400000000000006","99.5","122.5"
"Treatable mortality","Female","2015","6","94.3","79.099999999999994","109.4","150"
"Treatable mortality","Female","2015","7","79.099999999999994","65.400000000000006","92.9","129"
"Treatable mortality","Female","2015","8","57.1","46","70","93"
"Treatable mortality","Female","2015","9","73.8","60.4","87.2","118"
"Treatable mortality","Female","2015","10","81.099999999999994","66.7","95.5","124.5"
"Treatable mortality","Female","2016","1","138.30000000000001","116.7","159.9","160"
"Treatable mortality","Female","2016","2","109.1","91","127.1","141"
"Treatable mortality","Female","2016","3","109.7","92.1","127.3","149.5"
"Treatable mortality","Female","2016","4","99.5","83.1","115.8","143"
"Treatable mortality","Female","2016","5","88.4","73.099999999999994","103.7","129"
"Treatable mortality","Female","2016","6","77.900000000000006","64.3","91.5","127"
"Treatable mortality","Female","2016","7","75.8","62.4","89.1","125.5"
"Treatable mortality","Female","2016","8","71.7","58.6","84.8","117"
"Treatable mortality","Female","2016","9","62.1","49.9","74.400000000000006","100.5"
"Treatable mortality","Female","2016","10","59.5","48.1","72.599999999999994","96.5"
"Treatable mortality","Female","2017","1","134.69999999999999","113.4","156.1","154.5"
"Treatable mortality","Female","2017","2","119.3","100.5","138.19999999999999","154.5"
"Treatable mortality","Female","2017","3","124.2","105.6","142.9","171.5"
"Treatable mortality","Female","2017","4","90.8","75.400000000000006","106.3","133"
"Treatable mortality","Female","2017","5","86.3","71.5","101.1","131"
"Treatable mortality","Female","2017","6","80","66.2","93.7","131.5"
"Treatable mortality","Female","2017","7","81.3","67.5","95","135.5"
"Treatable mortality","Female","2017","8","76.400000000000006","63","89.8","127"
"Treatable mortality","Female","2017","9","59.3","48","72.3","98"
"Treatable mortality","Female","2017","10","54.8","44","67.400000000000006","90.5"
"Treatable mortality","Female","2018","1","144.5","122.5","166.5","167.5"
"Treatable mortality","Female","2018","2","136","116","155.9","179"
"Treatable mortality","Female","2018","3","99","82.5","115.5","139"
"Treatable mortality","Female","2018","4","100","83.9","116.1","149"
"Treatable mortality","Female","2018","5","90.4","75.2","105.7","137"
"Treatable mortality","Female","2018","6","74.2","61.1","87.3","124.5"
"Treatable mortality","Female","2018","7","79.7","66.099999999999994","93.3","135"
"Treatable mortality","Female","2018","8","78.5","64.900000000000006","92.1","131"
"Treatable mortality","Female","2018","9","74.5","61.3","87.7","124.5"
"Treatable mortality","Female","2018","10","46.2","36.200000000000003","58.1","75"
"Treatable mortality","Female","2019","1","125.2","105","145.4","149.5"
"Treatable mortality","Female","2019","2","128.69999999999999","109.4","148","171"
"Treatable mortality","Female","2019","3","104.4","87.5","121.3","147.5"
"Treatable mortality","Female","2019","4","97","81","112.9","143"
"Treatable mortality","Female","2019","5","87.9","73","102.8","135.5"
"Treatable mortality","Female","2019","6","81.400000000000006","67.400000000000006","95.4","132.5"
"Treatable mortality","Female","2019","7","75.3","62.1","88.5","128"
"Treatable mortality","Female","2019","8","70.400000000000006","57.6","83.2","119"
"Treatable mortality","Female","2019","9","62.3","50.2","74.400000000000006","104.5"
"Treatable mortality","Female","2019","10","52","41.4","64.400000000000006","85.5"
"Treatable mortality","Female","2020","1","152.9","130.69999999999999","175.1","184"
"Treatable mortality","Female","2020","2","118.3","99.8","136.69999999999999","158"
"Treatable mortality","Female","2020","3","104.6","87.7","121.6","147"
"Treatable mortality","Female","2020","4","97.5","81.7","113.3","147"
"Treatable mortality","Female","2020","5","89.7","74.8","104.6","141"
"Treatable mortality","Female","2020","6","85.1","71.2","99","145.5"
"Treatable mortality","Female","2020","7","77.900000000000006","64.599999999999994","91.2","135.5"
"Treatable mortality","Female","2020","8","72.2","59.1","85.3","119.5"
"Treatable mortality","Female","2020","9","73.8","60.8","86.7","127.5"
"Treatable mortality","Female","2020","10","60.5","48.7","72.400000000000006","102.5"
"Preventable mortality","Female","2001","1","228.7","200.7","256.7","257.5"
"Preventable mortality","Female","2001","2","211.5","185.4","237.6","253"
"Preventable mortality","Female","2001","3","191.8","167","216.6","230.5"
"Preventable mortality","Female","2001","4","176.6","152.6","200.6","208.5"
"Preventable mortality","Female","2001","5","165.1","142.30000000000001","187.9","201.5"
"Preventable mortality","Female","2001","6","119","100.5","137.6","158.5"
"Preventable mortality","Female","2001","7","138.9","118.8","158.9","185"
"Preventable mortality","Female","2001","8","119.6","100.8","138.5","154.5"
"Preventable mortality","Female","2001","9","85.8","69.7","101.8","110.5"
"Preventable mortality","Female","2001","10","81.8","66","97.7","102.5"
"Preventable mortality","Female","2002","1","251.4","221.7","281.10000000000002","277.5"
"Preventable mortality","Female","2002","2","204.4","178.6","230.1","242.5"
"Preventable mortality","Female","2002","3","188.5","163.80000000000001","213.2","224"
"Preventable mortality","Female","2002","4","157.19999999999999","134.6","179.7","187.5"
"Preventable mortality","Female","2002","5","169.1","146.1","192.1","207.5"
"Preventable mortality","Female","2002","6","102.7","85.5","119.9","137"
"Preventable mortality","Female","2002","7","120.4","101.9","138.9","163"
"Preventable mortality","Female","2002","8","100.8","83.4","118.1","130.5"
"Preventable mortality","Female","2002","9","88.1","72","104.2","116"
"Preventable mortality","Female","2002","10","81.099999999999994","65.400000000000006","96.8","103"
"Preventable mortality","Female","2003","1","253.6","224","283.3","283.5"
"Preventable mortality","Female","2003","2","201.4","175.9","226.9","240"
"Preventable mortality","Female","2003","3","165.4","142.30000000000001","188.4","198.5"
"Preventable mortality","Female","2003","4","151.19999999999999","129.1","173.2","181"
"Preventable mortality","Female","2003","5","152.69999999999999","130.9","174.5","188"
"Preventable mortality","Female","2003","6","124.7","106","143.4","171"
"Preventable mortality","Female","2003","7","108.8","91.3","126.3","149"
"Preventable mortality","Female","2003","8","106.3","88.7","123.9","141"
"Preventable mortality","Female","2003","9","91.8","75.5","108.1","122"
"Preventable mortality","Female","2003","10","79.400000000000006","64.099999999999994","94.7","103.5"
"Preventable mortality","Female","2004","1","227.3","199.1","255.5","252"
"Preventable mortality","Female","2004","2","197.5","172.2","222.9","234"
"Preventable mortality","Female","2004","3","165.8","142.9","188.8","201"
"Preventable mortality","Female","2004","4","161.80000000000001","139","184.5","195"
"Preventable mortality","Female","2004","5","133.80000000000001","113.5","154.19999999999999","166.5"
"Preventable mortality","Female","2004","6","90.6","74.7","106.6","124.5"
"Preventable mortality","Female","2004","7","119.5","101.3","137.69999999999999","165.5"
"Preventable mortality","Female","2004","8","105.6","88.1","123.1","140.5"
"Preventable mortality","Female","2004","9","83.2","67.8","98.6","113"
"Preventable mortality","Female","2004","10","72.5","58.6","88.6","95"
"Preventable mortality","Female","2005","1","249.4","220.1","278.7","280.5"
"Preventable mortality","Female","2005","2","180.2","156.1","204.2","216"
"Preventable mortality","Female","2005","3","148.80000000000001","126.9","170.6","179"
"Preventable mortality","Female","2005","4","174.6","150.19999999999999","199.1","197"
"Preventable mortality","Female","2005","5","124.1","105.2","142.9","167"
"Preventable mortality","Female","2005","6","115","97.3","132.69999999999999","162.5"
"Preventable mortality","Female","2005","7","103","86.1","119.8","144.5"
"Preventable mortality","Female","2005","8","94.2","77.900000000000006","110.6","128.5"
"Preventable mortality","Female","2005","9","84.1","68.2","99.9","108.5"
"Preventable mortality","Female","2005","10","73.8","60","89.8","99.5"
"Preventable mortality","Female","2006","1","218.4","190.9","245.8","245"
"Preventable mortality","Female","2006","2","195.3","170.2","220.4","233.5"
"Preventable mortality","Female","2006","3","162.9","140.1","185.7","197"
"Preventable mortality","Female","2006","4","148","125.7","170.2","170.5"
"Preventable mortality","Female","2006","5","127.1","108.1","146.1","173"
"Preventable mortality","Female","2006","6","105.3","88.5","122.2","151"
"Preventable mortality","Female","2006","7","95.5","79.2","111.7","134"
"Preventable mortality","Female","2006","8","79.8","64.8","94.7","110"
"Preventable mortality","Female","2006","9","84.3","68.7","100","112.5"
"Preventable mortality","Female","2006","10","69.8","56.4","85.3","95.5"
"Preventable mortality","Female","2007","1","224.3","196.4","252.3","250"
"Preventable mortality","Female","2007","2","192.2","167.5","217","233"
"Preventable mortality","Female","2007","3","189.7","165.1","214.2","231.5"
"Preventable mortality","Female","2007","4","155.1","132.4","177.9","179.5"
"Preventable mortality","Female","2007","5","136.4","116.9","155.9","189"
"Preventable mortality","Female","2007","6","103.8","87.1","120.6","148"
"Preventable mortality","Female","2007","7","95","79","111","136"
"Preventable mortality","Female","2007","8","82.1","67.099999999999994","97.1","116"
"Preventable mortality","Female","2007","9","93.8","77.5","110.1","128"
"Preventable mortality","Female","2007","10","71.599999999999994","58.1","87.2","98.5"
"Preventable mortality","Female","2008","1","245.2","215.7","274.7","269"
"Preventable mortality","Female","2008","2","204","178.4","229.6","245"
"Preventable mortality","Female","2008","3","170.8","148","193.6","216.5"
"Preventable mortality","Female","2008","4","152.69999999999999","130.69999999999999","174.7","185.5"
"Preventable mortality","Female","2008","5","126.5","107.7","145.19999999999999","175"
"Preventable mortality","Female","2008","6","120","101.9","138","171"
"Preventable mortality","Female","2008","7","111.9","94.7","129","165"
"Preventable mortality","Female","2008","8","100.4","84","116.8","145"
"Preventable mortality","Female","2008","9","79.900000000000006","65.099999999999994","94.6","113.5"
"Preventable mortality","Female","2008","10","60.9","48.6","75.3","85.5"
"Preventable mortality","Female","2009","1","202.2","175.4","228.9","222.5"
"Preventable mortality","Female","2009","2","177.5","153.80000000000001","201.2","217.5"
"Preventable mortality","Female","2009","3","145.5","124.4","166.6","183.5"
"Preventable mortality","Female","2009","4","154.80000000000001","132.6","177","188"
"Preventable mortality","Female","2009","5","107.9","90.7","125.1","152"
"Preventable mortality","Female","2009","6","114.5","97.1","131.9","167.5"
"Preventable mortality","Female","2009","7","102.2","86","118.4","153.5"
"Preventable mortality","Female","2009","8","79.8","65.3","94.2","117.5"
"Preventable mortality","Female","2009","9","79.2","64.599999999999994","93.9","113.5"
"Preventable mortality","Female","2009","10","63.8","51.3","78.400000000000006","90.5"
"Preventable mortality","Female","2010","1","216.8","189.2","244.4","240.5"
"Preventable mortality","Female","2010","2","186.2","161.9","210.4","228"
"Preventable mortality","Female","2010","3","151.1","129.80000000000001","172.3","195"
"Preventable mortality","Female","2010","4","143.69999999999999","122.5","165","177"
"Preventable mortality","Female","2010","5","114.2","96.7","131.80000000000001","163.5"
"Preventable mortality","Female","2010","6","112","94.9","129.19999999999999","164.5"
"Preventable mortality","Female","2010","7","85.4","70.599999999999994","100.1","129.5"
"Preventable mortality","Female","2010","8","86.4","71.400000000000006","101.5","127.5"
"Preventable mortality","Female","2010","9","78.7","64.3","93.2","115"
"Preventable mortality","Female","2010","10","65.900000000000006","53.3","80.599999999999994","95.5"
"Preventable mortality","Female","2011","1","233.4","204.7","262.10000000000002","258"
"Preventable mortality","Female","2011","2","180.6","156.5","204.8","217"
"Preventable mortality","Female","2011","3","158.19999999999999","136.4","179.9","203.5"
"Preventable mortality","Female","2011","4","124.8","105.9","143.69999999999999","168.5"
"Preventable mortality","Female","2011","5","115.9","97.9","133.9","161"
"Preventable mortality","Female","2011","6","109.5","92.6","126.4","163.5"
"Preventable mortality","Female","2011","7","92.4","76.900000000000006","107.9","137.5"
"Preventable mortality","Female","2011","8","76.099999999999994","62","90.2","113"
"Preventable mortality","Female","2011","9","73.7","60","87.4","112"
"Preventable mortality","Female","2011","10","64.5","51.9","79.2","92"
"Preventable mortality","Female","2012","1","202.6","176","229.2","226"
"Preventable mortality","Female","2012","2","171.1","147.80000000000001","194.3","208.5"
"Preventable mortality","Female","2012","3","166.3","144.1","188.4","217.5"
"Preventable mortality","Female","2012","4","138.80000000000001","119.1","158.5","191.5"
"Preventable mortality","Female","2012","5","121.4","103.3","139.6","173"
"Preventable mortality","Female","2012","6","97.9","82.2","113.7","150"
"Preventable mortality","Female","2012","7","100.8","84.8","116.9","153"
"Preventable mortality","Female","2012","8","82.2","67.8","96.6","127"
"Preventable mortality","Female","2012","9","77.5","63.6","91.5","120"
"Preventable mortality","Female","2012","10","50.8","39.799999999999997","64","73.5"
"Preventable mortality","Female","2013","1","187.5","162.19999999999999","212.9","212.5"
"Preventable mortality","Female","2013","2","176.1","152.5","199.8","215"
"Preventable mortality","Female","2013","3","140.5","120.3","160.80000000000001","185.5"
"Preventable mortality","Female","2013","4","137.9","118.4","157.4","194"
"Preventable mortality","Female","2013","5","118","100.3","135.69999999999999","171"
"Preventable mortality","Female","2013","6","103.2","87.2","119.3","160.5"
"Preventable mortality","Female","2013","7","95.7","80.2","111.3","148"
"Preventable mortality","Female","2013","8","90.3","75.2","105.4","139.5"
"Preventable mortality","Female","2013","9","68.8","56","81.7","111"
"Preventable mortality","Female","2013","10","54.9","43.4","68.400000000000006","80.5"
"Preventable mortality","Female","2014","1","212","184.9","239","238.5"
"Preventable mortality","Female","2014","2","163.1","140.5","185.8","200.5"
"Preventable mortality","Female","2014","3","140.1","120","160.19999999999999","187"
"Preventable mortality","Female","2014","4","130.30000000000001","111.4","149.19999999999999","184"
"Preventable mortality","Female","2014","5","120.9","103.1","138.80000000000001","177"
"Preventable mortality","Female","2014","6","105.8","89.7","121.9","166.5"
"Preventable mortality","Female","2014","7","88.4","73.599999999999994","103.2","138"
"Preventable mortality","Female","2014","8","86.4","71.599999999999994","101.1","134"
"Preventable mortality","Female","2014","9","70","57","82.9","114"
"Preventable mortality","Female","2014","10","62.1","50","76.3","91.5"
"Preventable mortality","Female","2015","1","244.8","215.7","273.89999999999998","274.5"
"Preventable mortality","Female","2015","2","176.7","153.4","199.9","223"
"Preventable mortality","Female","2015","3","157.69999999999999","136.5","179","212.5"
"Preventable mortality","Female","2015","4","128.4","109.7","147.1","181.5"
"Preventable mortality","Female","2015","5","124.2","106","142.4","180.5"
"Preventable mortality","Female","2015","6","99.5","84.1","114.9","161"
"Preventable mortality","Female","2015","7","94.9","79.8","110.1","153"
"Preventable mortality","Female","2015","8","86.4","72","100.8","140"
"Preventable mortality","Female","2015","9","79.5","65.5","93.4","126"
"Preventable mortality","Female","2015","10","66.8","53.9","79.7","105.5"
"Preventable mortality","Female","2016","1","239.6","210.9","268.3","271"
"Preventable mortality","Female","2016","2","191.7","167.6","215.7","246"
"Preventable mortality","Female","2016","3","158.80000000000001","137.6","179.9","217.5"
"Preventable mortality","Female","2016","4","119.3","101.4","137.19999999999999","171"
"Preventable mortality","Female","2016","5","123.8","105.7","141.80000000000001","182"
"Preventable mortality","Female","2016","6","115.9","99.3","132.6","188"
"Preventable mortality","Female","2016","7","85.3","71.099999999999994","99.4","141.5"
"Preventable mortality","Female","2016","8","81.099999999999994","67.2","95.1","133"
"Preventable mortality","Female","2016","9","68.400000000000006","55.7","81.099999999999994","112.5"
"Preventable mortality","Female","2016","10","61.8","50.2","75.400000000000006","99.5"
"Preventable mortality","Female","2017","1","217.8","190.8","244.9","251.5"
"Preventable mortality","Female","2017","2","197.2","173","221.4","255.5"
"Preventable mortality","Female","2017","3","137.6","118","157.19999999999999","190.5"
"Preventable mortality","Female","2017","4","141.5","122.2","160.9","206"
"Preventable mortality","Female","2017","5","117.7","100.4","135.1","178"
"Preventable mortality","Female","2017","6","102.1","86.6","117.7","168.5"
"Preventable mortality","Female","2017","7","93.3","78.7","107.8","159.5"
"Preventable mortality","Female","2017","8","84.7","70.599999999999994","98.9","140"
"Preventable mortality","Female","2017","9","64.7","52.3","77","107"
"Preventable mortality","Female","2017","10","56.8","45.7","69.8","92.5"
"Preventable mortality","Female","2018","1","226","198.5","253.5","261.5"
"Preventable mortality","Female","2018","2","188.6","165.1","212.1","248"
"Preventable mortality","Female","2018","3","183.9","161.4","206.5","257"
"Preventable mortality","Female","2018","4","136.6","117.9","155.4","204"
"Preventable mortality","Female","2018","5","114.9","97.9","132","176"
"Preventable mortality","Female","2018","6","106.2","90.4","122","176.5"
"Preventable mortality","Female","2018","7","96.3","81.5","111.2","165"
"Preventable mortality","Female","2018","8","71.400000000000006","58.5","84.2","121"
"Preventable mortality","Female","2018","9","78.400000000000006","65","91.9","133.5"
"Preventable mortality","Female","2018","10","52.3","41.6","64.8","85"
"Preventable mortality","Female","2019","1","236.4","208.4","264.3","276.5"
"Preventable mortality","Female","2019","2","170.5","148.19999999999999","192.8","225"
"Preventable mortality","Female","2019","3","137.5","118.1","156.9","193.5"
"Preventable mortality","Female","2019","4","129.6","111.3","147.9","194"
"Preventable mortality","Female","2019","5","116.2","98.9","133.5","176.5"
"Preventable mortality","Female","2019","6","103.4","87.8","119","172.5"
"Preventable mortality","Female","2019","7","81.400000000000006","68","94.9","143"
"Preventable mortality","Female","2019","8","73.8","60.6","87","123"
